Designator,Mid X,Mid Y,Rotation,Layer
C1,21.082,-30.226,90.0,top
C2,39.116,-32.446,270.0,top
C5,33.4518,-32.3088,180.0,top
D1,26.5684,-22.3793,270.0,top
D2,23.5284,-22.3793,270.0,top
J2,24.7396,-38.608,90.0,top
J3,24.7396,-34.8742,90.0,top
J4,20.6756,-35.941,270.0,top
J5,24.7396,-31.1404,90.0,top
R1,26.5684,-24.2589,270.0,bottom
R2,23.5204,-24.2335,270.0,bottom
R3,33.4264,-30.3022,180.0,top
U1,34.8488,-36.5506,270.0,top
U2,35.916,-24.638,0.0,bottom
U3,15.5702,-32.1564,180.0,top
