Designator,Mid X,Mid Y,Rotation,Layer
C1,20.447,-37.973,0.0,bottom
J1,25.654,-20.193,0.0,bottom
J2,18.542,-17.808,180.0,bottom
U1,21.59,-33.02,180.0,top
U2,19.304,-37.465,270.0,bottom
U3,21.717,-45.339,90.0,bottom
